companyid,text,category,year
C903747681,"Columbia Nutritional Service, Inc. is a United States-based company that provides nutritional supplements. The Company provides customized formulation, contract dietary supplement manufacturing, packaging and analytical laboratory capabilities. It offers a range of services and delivery to domestic and foreign customers. The Company is headquartered in Washington, United States. ",retail,2006
C903749505,"Project SeezIt, Inc., also known as Rivet & Sway, is a United States-based company, which offers designer eyeglasses for women. The Company operates as an eyewear brand and online shopping marketplace focused on women's prescription glasses. The Company offer frames in precision-cut, durable plastic and metal with many colors. Its lenses are made from the materials used in space shuttle windshields - thin and lightweight polycarbonate. The Company ship Home Try-On and Prescription orders to anywhere in the United States, including Hawaii and Alaska. ",retail,2012
C903750832,"Real Food Works Inc is a United States-based company, which provides subscription-based programs of home delivered meals, for both weight loss and healthy living. The Company offers weekly subscription programs of nutritious, ready-to-eat meals prepared by local restaurants, caterers and personal chefs, and delivered fresh to consumers. Its model enables its partner restaurants to utilize their excess capacity during slow periods to prepare meals that are created to meet the Company's nutritional standards. The Company offers its auto-delivery service throughout the Greater Philadelphia area. Every week users receive a menu including five breakfasts, five lunches and five dinners, plus options.",retail,2012
C903752599,"SnobSwap LLC is a United States-based fashion-tech company. The Company provides an online platform to sell, swap and shop pre-owned designer clothing, handbags, shoes and accessories. In Clothing, it offers denims, dresses, jackets, outerwear, pants, shorts, skirts, sweaters and tops, among others. It offers boots, flats, pumps, sandals and sport shoes. Its accessories include belts, gloves, hats, jewelry, hair accessories, scarves, sunglasses, wallets and watches, among others. It offers a range of handbags, including clutches, hobos, shoulder bags, totes/briefcases and wallets, among others. It provides products from a range of brands, including Chanel, Givenchy, Gucci, Hermes, Kate Spade, Louis Vuitton, Prada and Saint Laurent, among others. Its boutiques include Bags & Bijoux, Haute Marche, Perpetua Luxury, Boutique Patina and Upscale Alley and Ella Rue, among others. Its boutiques are located in New York, Los Angeles, Philadelphia, Miami and Washington D.C., among others.",retail,2012
C903753593,"USHG LLC is a United States-based company, which owns and operates restaurant chains and function rooms for private gatherings. The Company includes some of New York City's restaurants: Union Square Cafe, Gramercy Tavern, Blue Smoke and Jazz Standard , Shake Shack, The Modern, Cafe 2 and Terrace 5 (located at the Museum of Modern Art), Maialino, Untitled at the Whitney Museum of American Art, North End Grill, as well as Union Square Events, the Company's catering, sports, and events business, and Hospitality Quotient. The Company supports hunger relief organizations including Share Our Strength and City Harvest, along with civic organizations such as NYC and Company, Union Square Partnership, and the Madison Square Park Conservancy.",retail,1985
C903755534,"Blue Apron, Inc. (Blue Apron) is a United States-based Company. The Company is engaged in ingredient and recipe delivery service. The Company delivers a range of products under categories, such as on the menu, wine and market. On the menu offering includes roasted beef & farro salad, crispy chicken tenders, smoked trout and asparagus salad, vietnamese-style vegetable sandwiches, chicken parmesan, catfish almondine, summer squash enchiladas and seared knockwurst. Wine offers 500ml bottles wines with customized delivery. Market includes ultra-lightweight cast iron skillet, cast iron scrubber, chef and petty knife set, cooking with Blue Apron complete Set, the Blue Apron set, Blue Apron recipe binder, recipe card holder, benriner mandoline slicer, all-purpose kosher sea salt and stainless steel wine chiller.",retail,2012
C903757188,"The Company owns and operates collectible gift shops in New England and New York. The Company aims to sell the widest collection of animal collectibles and plush. The Company also introduced other non-animal collectibles such as Hummels, NAO by Lladro, dolls, and pewter fantasy figurines. ",retail,1984
C903757535,Operates an upscale high fashion maternity apparel chain with 50 stores in 22 states.  ,retail,1984
C903758443,"Box Ventures LLC is a United States-based company, which offers monthly subscription of organic snacks, foods and beverage delivered to home or office. ",retail,
C903761334,"Wildfang Co. is a United States-based apparel company. The Company offers various products for women under categories, such as clothing, including tees, tanks, button ups, sweatshirts, outerwear, dresses, blazers, trousers, jeans, joggers, pants and shorts; shoes, including boots, flats, sandals and sneakers, and accessories, including bags, hats, jewelry, novelty, sunglasses, ties and watches. Its products include MTHR FCKR TEE, WF WORKWEAR JACKET, 501 SKINNY JEAN, MILE HIGH SKINNY JEANS, TERNI WIDE LEG JEAN, WEDGIE STRAIGHT LEG JEANS, CLETA BUTTON UP, THE ULTIMATE WF MARBLE BUTTON UP, THE ULTIMATE WF BANDANA BUTTON UP, WILD FEMINIST TANK, LARA HOODIE, KIRK BOMBER, IRIS CARDIGAN, ULTIMATE WF BOMBER, PLAID HEMP HOODIE, LOVER + FIGHTER ARMY JACKET, OBEY X WF CHARLIE CROPPED TROUSER, JANE PANT, THE WOOD PINSTRIPE VEST, THE BOYEGA VEST, HANK WALLET and LUKE MAGIC WALLET. The Company offers products through its Website.",retail,
C903764246,"Bourbon & Boots, Inc. is a United States-based Southern-Inspired Brand and Online Merchant. The Company offers a curated marketplace of Southern Inspiration that connects lifestyle content with period appropriate gifts, jewelry and clothing. The Company offers a number of products for shopping under various categories, including women, men, jewelry and accessories, t-shirts, bags, messengers, wallets, food and drink, home, art and prints, kids and baby, state pride, monogram, vintage boots and hats, outdoors, maps, mason jars and knives. The Company distributes its products to various parts across the United States. The Company's product themes include food, traveling, tailgating and southern lifestyle.",retail,2013
C903764578,"Ellie Inc is a United States-based e-commerce company. The Company operates an e-commerce Website for active wear. It sells 16 pieces of active wear, including tank tops, pants and long-sleeved shirts. Its collection includes under the sea capri, beach bum capri, eclipse legging, nightfall leggings, galaxy short and more. The Company allows customers to either pay for the items a la carte, or can sign up for a monthly membership. Its membership also comes with perks such as early access to lines of clothes and other deals.",retail,2013
C903770277,"Import.io Ltd is a United Kingdom-based software company. The Company is engaged in providing Web data extraction platform, import.io, for businesses and individuals. The Company's platform provides managed data feeds directly to customers' business. It extracts, delivers and maintains data from complex Websites. Import.io Builder allows users to create their own datasets in minutes. The users can set up periodic scheduling of their Extractor. Its import.io application is designed to analyze Web pages, discover their structure and extract the data items user want into a tabular or other structured format. The import.io also provides other extraction, Web crawling and data connecting services.",retail,2012
C903774908,"Leeo, Inc. is a United States-based small home products company. Its products include Leeo Smart alert, Leeo ping and Leeo labs. The Company's product Leeo Smart Alert, available for iOS and Android, is a family of smart home products that focus on efficiency, safety and comfort. Leeo Smart Alert is the smart, plug-in safety device that lets consumers know via smartphone if their home's smoke or carbon monoxide (CO) alarms go off while they are away. If an alarm sounds, Leeo Smart Alert owners can listen to the alert and then dismiss, or notify local emergency services from wherever they are. The Leeo Smart Alert also monitors temperature and humidity in the home and features a light emitting diode night light with over 16 million color options. Leeo Smart Alert is available at www.leeo.com.",retail,2013
C903775050,"Lemonade Restaurant Group LLC is a United States-based cafeteria-style restaurant chain. The Company has approximately seven stores in development in Southern California, approximately one on the East Coast and approximately 28 in the Middle East under a licensing agreement with Magnolia Restaurants Management LLC.",retail,2008
C903776140,"Mouth Foods, Inc. is a United States-based liquor retailer. The Company offers products under various categories, such as food, drink and stuff. Its food category includes products under categories, such as pantry, including cookbooks, condiments and sauces, honey, syrups and sweeteners, ice cream toppings, hot sauce, oil and vinegar, and pasta and beans, and meal, including breakfast, lunch, dinner and dessert. Its food category also includes products, such as bacon and salami, baked goods, bars, candy, cheese, chips and crackers, chocolate, granola, jam and jelly, jerky, nut butters, nuts and dried fruit, pickles, popcorn, spreads, and dips and salsa. Its drink category includes booze, such as bourbon, rye and whiskey, brandy, hard cider, gin, rum, vermouth, vodka and wine, and non-booze, such as cocktail mixers, coffee, tea and hot chocolate, garnishes and soft drinks. Its stuff category includes products, such as tabletop and bar, pins and tattoos, cookbooks and mouth tote bags.",retail,2012
C903776532,"30Bouqs.com Inc., also known as The Bouqs Company, is a United States-based company, which offers online flower delivery service. The Company offers various types of flowers, such as Callas, Carnations, Daisies, Freesia, Hydrangeas, Lilies, Mixed, Orchids, Peonies, Ranunculus, Roses, Sunflowers, Succulents and Tulips. It offers flowers for various occasion, including Anniversary, Birthday, Congrats, Get Well, Just Because, New Baby, Sending Love, Sympathy and Thank You. It offers services for weddings, events, businesses and florists. The Bouqs Wedding Flowers specializes in do it yourself (DIY) flower packages and custom wholesale boxes. The Company connects farms and a curated network of artisan florists directly to consumers. It offers various additional services, such as Bouqs for corporate gifting, bulk orders and gift cards. Bouqs corporate gifting includes employee appreciation and onboarding, client gifting, holiday gifting and customer service resolution.",retail,2012
C903782880,"Walnut LLC, doing business as Dagne Dover, is a United States-based company, which operates as a handbag and accessories retailer. The Company designs, produces and sells chic handbags and accessories with smartly-organized interiors. It offers totes, which are made of coated cotton canvas, nappa leather and gold-plated zinc-alloy hardware; and clutch wallets, which are made of coated cotton canvas and gold-plated zinc-alloy hardware. The Company's handbags are available in six colors, including Dagne Blue, Jade, Oxblood, Onyx, Linen and Vermillion.",retail,2012
C903783584,"Uncovet Inc is a United States-based company that offers a recommendation curated offering e-commerce Website. The Company operates as a curated and design-centric shop that unearths one-of-a-kind products for its members at a discounted rate. It sells accessories, fashion and home decor items as it is building a style graph in order to personalize recommended products. It breaks its recommendations into a few categories that include new finds, favorites, shops, trends, designer spotlight and ending soon. It releases a daily dose of products every morning. Users can find the daily features on its home page.",retail,2012
C903783695,"Galaxy Brand Holdings is a United States-based brand development company with a diversified portfolio of consumer brands. The Company's brands include AND1, Avia, Linens-N-Things and Nevados. The Company's branding expertise, retail relationships and strategic partnerships create value for its licensees who design, source and distribute products to retailers around the globe. It is engaged in promoting and elevating brands in the marketplace through traditional and digital platforms.",retail,2011
C903787110,"Blitsy, Inc. is a United States-based company, which offers Blitsy, an online shopping site for various crafts. Blitsy offers its products in various categories, such as Paper Crafts, Fine Arts, General, Sewing and Needle, Knitting and Crochet, Jewelry, Home Decor and Kids Crafts. Blitsy's Paper Crafts products include Adhesives, Albums, Books, Cardstock, Cutting Tools, Die-Cutting, Embellishments and Kits. Blitsy's Fine Arts products include Books & Learning Media; Brushes; Drafting & Templates; Drawing & Illustration; Markers, Pens & Ink; Paper, and Printmaking & Graphic Arts. Its General products include Baking, Calendars, Clay & Molding, Floral Crafting, Food Crafts, General Craft Paint, Hobby, Party Supplies, Stencils, Storage, Traditional Crafts, Tools and Wool. Blitsy's Sewing and Needle products include Blank Textiles, Fabric Care, Gifts & Kits, Pins, Templates and Zippers. Its Jewelry products include Beads, Crystals and Finished Jewelry.",retail,2011
C903787511,"Domino Media Group, Inc. is a Untied States-based company. The Company is engaged in operating a online portal. The Company also publishes magazines. Through the Company's online portal also offers products under a range of categories, including furniture, decor, rugs and windows, dining and entertainment, bed and bath, kids, gifts and accessories, outdoor and home improvement. Furniture includes living room furniture, dining and kitchen furniture, bedroom furniture and office furniture. Decor includes table lamps, desk lamps, pendants, flush mounts, sconces, candle and candle holders, vases, frames, decorative trays, wall accents, decorative pillows, office supplies and baskets. Rugs and windows include area rugs, mats, curtains and drapes, and window hardware. Dining include glassware, plates, bowels, beer glasses and tablecloths. Bed and bath offers blankets and throws duvets and shams, towels, bath mats, shower curtains, waste baskets and bathroom accessories.",retail,2005
C903791770,"Underwear Nation LLC is a United States-based company that operates men's underwear store online. The Company also is a home to the men's underwear of the month club. Members of the month club receive curated underwear delivered monthly from men's underwear brands around the globe. It offers brands that include DT, Timoteo, Rufskin, Frank Dandy and more.",retail,
C903791778,"Goldbely, Inc. is a United States-based company, which provides an online marketplace of gourmet food gifts and goodies. The Company has collaborated with purveyors to distribute food products through its e-commerce platform. Its food categories include sweets, which include brownies, cakes, cookies, cheesecakes, chocolates, cupcakes, Ice cream, marshmallow desserts, truffles, red velvet and pastries; meats, which include bacon, barbecue, beef, burgers, charcuterie, deli, hot dogs, poultry, pork, sandwiches, sausages, turkey and turducken, and steaks; seafood, including crab, crabcakes, crawfish, fish, lobster, oysters and shellfish, and more foods, which include pizza, sandwiches, sides + appetizers, gluten free desserts, gluten-free feasts, snacks, biscuits, bagels, breads and rolls, drinks, kosher, and coffee and cold brew.",retail,2012
C903793203,"Need LLC is a United States-based company, which operates as a curated men's retailer and lifestyle magazine. The Company provides men's publication, retailer, and subscription service. Each month, it curates and sells a limited and hand-picked selection of products, including clothing, literature, furniture, coffee, alcohol and artwork. Its collections are coupled with independent journalism, editorial photography, illustrations, and film, sourced from independent creators. The Company operates as a hybrid between a retailer and a men's magazine, and available to shop via mobile or Web.",retail,
C903793755,"Combatant Gentlemen LLC is a United States-based company that operates an online clothing shop for modern urban men. The Company provides shirts, suits, ties and denim.",retail,2011
C903797222,"QC Supply LLC is a United States-based company that distributes and supplies diverse range of products. It offers a full range of products through its warehouse, retail and online channels to a diverse base of customers in the livestock, consumer, industrial and general agribusiness markets. It also offers home and outdoor products, such as heaters, horse supplies, lighting and electrical, pet supplies and tools, among others; commercial and industrial products, such as building materials, fans, ventilation and controls, motors and plumbing supplies, among others; farm and livestock products, such as building materials, curtain systems, feed equipment / systems, plumbing supplies and tools, among others; clothing for men, women and kids; and footwear.",retail,1982
C903797646,"Linden Care LLC is a United States-based company, which is a provider of specialty pharmacy services to the pain management industry. The Company offers specialty pharmacy services targeting markets through a concierge pharmacy business model. The Company is providing compliance practices, as well as a range of specialty services to meet the needs of patients, physicians, pharmaceutical manufacturers and professional sports teams. The Company offers Concierge Pharmacy Services. It offers its patients the convenience of dropping off prescriptions or having their doctors use its script fax or e-prescribe service. It offers patient coordinators, which work with customer and their insurance company to get their medications approved. Its medical and pharmaceutical supplies includes oncology/specialty medications, infusion supplies, needles and syringes, elastomeric/balloon pumps, enteral feeding, pharmacy supplies, blood collection and skin care.",retail,2006
C903799153,"Chairish, Inc. is a United States-based online marketplace for vintage furniture, art and decor. The Company offers products under various categories, including furniture, art and mirrors, rugs, lighting and decor. Its furniture category includes chairs, sofas, stools, tables, storage and beds. Its rugs category includes throw rugs, runners and area rugs. Its decor category includes tableware and barware, accents and accessories, organization, and textiles. Its furniture products include bar stools, dining chairs, office chairs, benches, counter stools, coffee tables, dining tables, desks and bed frames. Its lighting products include chandeliers, floor lamps, flush mounts, lamp shades, lanterns, pendants, sconces and table lamps. Its tableware and barware products include bar accessories, dinnerware, flatware, glasses, mugs, table accents and wine racks. Its art products include collage, drawings, paintings, photography, posters, prints, sculpture, signs, textile art and wall art.",retail,2013
C903799252,"Royalty Exchange, Inc. is a United States-based company. The Company purchases oil and gas royalties and mineral interests throughout the United States. The Company offers to its clients an experience that makes the selling process simple and understandable.",retail,2011
C903803000,"Interactive Innovation Group, Inc. is a United States-based company, which offers Panjo, an online marketplace. The Company's users can use Panjo's sort, filter and search options to find and compare their favorite marketplace items. Panjo gives each seller a trustworthy rating, so users can make an informed purchase. Panjo verifies a seller's identity and contact information at varying degrees of depth. Users can buy from another member of their community using their favorite debit or credit card without running the risk of transferring funds to a fraudster's temporary PayPal account. Panjo listings appear on various enthusiast forums, blogs and publisher sites. Adding a buy now button to a listing allows a buyer to jump on an item. Panjo has various community marketplaces, such as Audi, Belly Dancing, Slot Cars, Computer Hardware, Mazda Miata, Men's Grooming, SuperMoto, Harley Davidson, Flashlights, Billiards, Photography, Porsche, Radio Control, Skiing, BMW, Tesla and Toyota.",retail,2010
C903805442,"John's Incredible Pizza Company Inc is a United States-based company, which offers a selection of pizza and accompanying foods in specialty environments and fun worlds that offer complete family entertainment for all ages. The Company has ten locations in California and Oregon. It offers salads, soups, pasta, pizza and desserts. It also offers services to parties and events that include birthday parties, group parties, school events, business events, fundraising events, tour events and lock-in events.",retail,1997
C903806016,"Sprig, Inc. is a United States-based company, which provides dine on demand services. The Company delivers a daily rotating menu of three seasonal meals. The Company offers lunch and dinner menus. The meals can be ordered through iPhone or Android phones. The Company delivers meals in cities, including San Francisco, Palo Alto and Chicago, in around 15 minutes. The Company uses made-from-plant plastics and pressed bamboo for the food packaging purposes.",retail,
C903806030,"Tomboy Exchange, Inc. is a United States-based clothes and accessories company. The Company's products offerings includes shirts, polo and T-shirts, blazers, plus sizes, bottoms, footwear, and socks, gift cards, headwear, neckwear, jewelry, cuffs and key fobs, belts and buckles, bags and packs, mittens and hand warmers, watches, for kids, home and bath products, and pet care products. The Company offers its products online through its Website www.tomboyx.com.",retail,2012
C903806373,"PLAE, Inc. is a United States-based e-commerce company. The Company offers shoes and tabs, through its e-commerce Website www.goplae.com. The Company offers tabs in various categories, including imaginative prints, bold solids, liquid-crystal-display (LCD), glow-in-the-dark and tab packs. It offers shoes in various categories, including max, camille, sam, emme, ty and roan. The Company offers children U.S. sizes 8 kids through 4.5 youth, including whole and half sizes. It offers tabs in four sizes: small, medium, large, and x-large. It offers a PLAE later gift card, which enables to give the gift that's customized for a birthday, a reward, or a surprise. It has stores in Northern California, Southern California, Colorado, Oregon, Montana, New Mexico, Washington, Illinois, Michigan, Minnesota, South Dakota, Wisconsin, Alabama, Arkansas, Georgia, Texas, Florida, Maryland, Massachusetts, New Jersey, New York, North Carolina, South Carolina, Virginia and Ontario.",retail,
C903807658,"Union Station, Inc. is a United States-based company, which is engaged in renting and buying bridesmaid dresses. The Company guides the bride to get dresses by enabling them to browse the site to see which styles the bride like; order some free fabric swatches so they can see the color in person; choose the dress style(s) or color their want, and register their bridesmaids. For bridesmaid dresses it allows to browse the site and find their favorite styles; check out their fit guide for tips on picking the silhouette for their body type; place their order approximately three months before the wedding date; try on their dress and their backup size when they arrive over two weeks before the event, and pick the one that fits them, and return their dresses on the first business day after the wedding using the pre-paid packaging. Its bridesmaid dresses include Catherine Dress in Poppy, Madison Dress in Papaya, Cheryl Dress in Plum, Leigh Dress in Wildberry and Olivia Dress in Slate.",retail,
C903808368,"Your Pie Franchising Inc. is a United States-based company. The Company operates and franchises a chain of pizza restaurants. Its menu includes Ischia's Pie, The Nat, Thai Pie, The BBQ Chicken Pie, Southern Heat, The Hippie's Pie, and Lineage. The Company's restaurants are located in Georgia, South Carolina, Florida and Tennessee.",retail,2008
C903814413,Ted's Cafe Escondido is an United States based company that owns and operates restaurants. The Company offers Mexican dishes and also cater on special occasions.,retail,
C903814567,"Kyjen Company LLC is a United States-based company, which is a designer, manufacturer and distributor of interactive dog games, stimulating toys, feeding solutions and canine performance gear for pets and pet parents. The Company's products include H2GO Life Vest, which is a dive into safe fun with this high-flotation and reflective life jacket; Fun Feeder, which makes dogs meals last longer to keep them healthy and happy; WOOF PACK, which is a consumer insights group connect with pet parents. Fun Feeder is available in large and small for dogs of various sizes. The Company's products are available at its Website Outwardhound.com. The Company provides toys, including puzzle toys, fire hose toys, invincible toys and bottle toys; games, including treat games, water games and exercise games, and gears, including backpacks gears, auto gears and life jackets.",retail,2005
C903815563,"LC Corporate LLC is a United States-based company, which owns and operates a regional chain of quick serve restaurants. The Company offers sandwiches, fries and sides, soups and salads, ice creams and desserts, drinks healthy kids meals, and meals. It serves real roasted beef, BBQ beef, BBQ pork, turkey, hot dog, and lean PIT smoked ham. Under its ice cream and dessert section, the Company offers frozen custard, orange and lemon freezes, sundaes, concretes, rootbeer floats, and cookies flavors.",retail,1967
C903818295,"Gem Shopping Network Inc is a United States-based company, which sells colored gemstones and jewelry. The Company operates as a retailer that sells jewelry and gemstones mostly on its television (TV) network. It primarily sells 14k-24k gold jewelry with colored gemstones, many with diamond accents. The Company connects with its customer base through an engaging, interactive TV network that is broadcast via satellite, cable and over the Internet, and reaches more than 40 million United States households.",retail,1995
C903822559,"The Piada Group, LLC, also known as Piada Italian Street Food, is a United States-based company, which operates fast-casual Italian eatery. The Company serves made-to-order Piadas (a homemade Italian thin crust dough, baked on a stone grill, then hand rolled with authentic ingredients), Pasta Bowls and Chopped Salads. It Piadas include Calamari Fritto Misto, Steak Diavolo and Chicken Fritte. The Pasta Bowls offered by the Company are Carbonara, Chicken Basil Pesto and Chicken Diavolo. Its chopped salads include Balsamic Chicken, Tuscan Chicken and Calamari. The Company also offers catering services and its catering menu consists of Piadas, Pastas, Salads, Tascas, Seasonal Sides, Piada Sticks, Cannoli Chips and Side Salad. The Company operates approximately 30 restaurants in Ohio, as well as in Michigan, Indiana, Minnesota, Texas, Houston and Dallas, and non-suburban sites, such as Minneapolis's Mall of America and Stadium Village at the University of Minnesota.",retail,2010
C903824481,"Jack Erwin Inc is a United States-based company, which operates as an online shoe retailer. The Company offers dress shoes. Each pair in the collection is blake constructed, made with leather uppers and comes with hand-painted leather outsoles, leather lining and padded insoles. the Company's collections include Sullivan Collection, Foster Collection and Wright Collection.",retail,2013
C903825185,"Listia, Inc. is a United States-based company that operates online auction site Listia.com. The Company's Website Listia.com is an online auction site for free stuff. Website uses an online auction system, which makes use of virtual credits instead of cash. Every user gets free credits when they sign up. Users then bid credits for things they want, so each item goes to the person who wants it. Users get credits in three ways: every user gets a certain number automatically, and can get more by auctioning items, by referring friends, and by buying them.",retail,2009
C903826962,"Emerald Green Group LLC is a United States-based company, which runs beau monde restaurants.",retail,2012
C903831318,"BloomNation LLC is a United States-based company, which operates an online marketplace that allows consumers to discover hand-crafted floral designs delivered by local florist artisans. The Company allows local artisan florist to list their own designs for sale in an online marketplace, so consumers can discover and send handcrafted arrangements that are hand delivered locally. It also provides enterprise services to local florists to manage their online and offline business, including a Website builder, point of sale system (POS), email marketing, social media management and customer relationship management (CRM) services.",retail,2010
C903832273,"Andronico's Community Markets LLC is a United States-based company that provides food and superior service in the San Francisco bay area. The Company is a privately owned grocery retailer with five locations geared toward the gourmet shopper. It offers a range of specialty grocery items, fresh quality produce, a full selection of meat and fish, prepared foods made on-site every day, fresh flowers, kitchen wares and an eclectic range of wine and beer. Its products include specialty grocery, health, home and body care, produce and floral, deli and kitchen, bottle shop, cheese shop, bakery, certified butchers, and seafood.",retail,
C903832830,"Monica & Andy Inc is a United States-based company owns operates an e-commerce platform. The Company focused on designs, produces, and sells blankets, dresses, bib and burp cloths, newborn top knot caps, hair accessories, shirts, jackets, short suits, blankets, bib and burp cloths, newborn top knot caps and gift cards for boys.",retail,2014
C903840407,"Elf Factory, LLC is a United States-based company, which is a school holiday store to provide all the materials necessary for the students to make their own gifts and distributes stationery. The Company offers a traditional school holiday gift shop experience.",retail,2013
C903845746,"Margaritaville Enterprises LLC is a United States-based company. The Company is a restaurant operator and brand licensing Company. The Company operates its restaurants in Atlantic City, Australia, Biloxi, Bossier City, Cancun and Caribbean among others. Its Casinos are located at Biloxi, Bossier City and Las Vegas. Its resorts are located at Bossier City, Hollywood Beach, Pensacola and Pigeon Forge. The Company's product categories include fashion, clothing, cocktails, foods, beverages, sundries, audio, headphones and earbuds. MARGARITAVILLE ENTERPRISES,LLC",retail,2006
C903849075,"Vasari LLC is a United States-based company, which is engaged in food service. The Company's products include Texas Country Foods, Orange Julius, DQ Grill & Chill, Blizzard and Dairy Queen (DQ) Products. The Company's other food offerings include the Dude chicken fried steak sandwich, grilled chicken sandwich, country Baskets (steak fingers and chicken strips), T-Brand tacos, and a one-half pound double meat hamburger, the Belt Buster. Its menu includes breakfast, grill burgers, and grilled sandwiches, as well as limited table service (customer's still place orders at the counter). It also contains self-serve soft drink fountains. The majority of Dairy Queen locations serve Coca-Cola products.",retail,2012
C903852565,"Crocs Retail Inc is a United States-based company, which provides casual footwear for men, women and children. The Company offers several distinct shoe collections with more than 300 four-season footwear styles. It sells its products through domestic and international retailers and distributors and directly to consumers through its Company-operated retail stores, outlets, kiosks and Webstores. The Company's product offering includes molded and unisex products; and sport inspired products and footwear suited for activities, such as boating, walking, hiking, and even recovery after workouts.",retail,
C903854168,"Umami Restaurant Group, LLC is a United States-based company. The Company provides burgers, sides, and accompaniments in Los Angeles and San Francisco. It also provides condiments, wine, and beer products.",retail,2011
C903855400,"Affinity Specialty Apparel Inc is a United States-based company, which provides uniforms and branded apparel. The Company offers a variety of custom apparel, as well as a readily available stock line. It manages programs of all sizes in a variety of industries, including retail, healthcare, energy, retail/franchise, automotive, telecommunications, hospitality, security, safety, tailored programs, transportation, food and service and manufacturing. It produces the Riverside brand, which offers work wear and flame resistant apparel. The Company's capabilities include design and product development, global sourcing and supply chain, premium services, call center and customer support, e-commerce, distribution, customer specific reporting and customized program management. The Company features a customer service center to assist customers with ordering, account details, returns/exchanges, and any other uniform program inquiries, which is located in Dayton, Ohio.",retail,2013
C903855595,"MAD Apparel, Inc. is a United States-based company, which offers smart fitness apparel that measures muscle activity and heart rate in real time. The Company's Athos gear includes integrated, non-adhesive biosignal sensors that are woven directly into the fabric. Its technology monitors and stores the customer's fitness data to deliver insights. The sensors include electromyography (EMG) sensors, heart rate sensors and breathing sensors. Its apparel is made from breathable, sweat-wicking and water-resistant material. Its Anthos Core collects and analyzes all of the physiological data from the sensors and sends it to the customer's mobile device through Bluetooth. Its Anthos Core collects real time biometrics, such as peak heart rate, average heart rate, calories burned, and active versus rest time. It also offers the Anthos application. Its Live View shows the customer what muscles are firing, how hard, and in what sequence so they can correct their form immediately.",retail,2013
C903856299,"Rhone Apparel Inc is a United States-based company, which offers men's activewear products. The Company offers a collection of workout clothing for men, activewear, running shorts, fitness apparel, and outerwear. Its product category includes tops, such as short sleeve, long sleeve, hoodies and tank tops; bottoms, such as shorts, pants and compression, and accessories, such as socks, gift cards, hats and gloves. It offers activewear and sportswear for runners and professional athletes. It produces anti-odor and anti-stink shirts for guys who workout; the workout shorts and running shorts for runners, and boardshorts for surfers. It also offers anti-stink no-show socks, mid-calf socks, water bottles/flasks and all other accessories. It has a range of outerwear, including baselayers, jackets and hoodies. It offers workout clothes, winter outerwear or a pair of running shorts. It offers men's activewear products for gym, yoga, cross-training, biking or any other sweaty activity.",retail,2013
C903858269,"Vow To Be Chic, Inc. is a United States-based company, which offers designer bridesmaid dress rentals and little white dresses rentals. The Company allows user to browse various designer dress rentals; create users' bridal suite, where user can select dresses for each their girls; send invitation to users' girls to rent the dresses, which users have chosen, and track orders and communicate with users' girls through users' custom dashboard. The Company also offers fabric swatches and gift certificates. The Company also allows user to get measured by a tailor near them; to select their dress style and size; receive users' dress rental, plus a free backup size, which arrives approximately two weeks before the Big Day, and return the dresses in a prepaid package. The Company offers a home try-on option. The Company carries dresses in sizes ranging from 0 to 18 depending on the designer. The Company offers gowns in two lengths: Regular and Long for women. It also offers accessories.",retail,2013
C903859350,"Project Pie LLC is a United States-based company, which owns and operates a fast-casual pizza chain.",retail,2012
C903860030,"Drizly, Inc. (Drizly) is a United States-based technology company. The Company offers a way for consumers to get beer, wine and liquor delivered to their doorstep. Drizly partners with local retailers to bring their inventory to users. Users can use Drizly application or log on to Drizly.com for ordering beer, wine or liquor. The Drizly application is available for iPhone and Android users. Its products include beer, wine, liquor and extras. It offers beer types, such as Belgian Ale, Cider, Pale Ale, Porter and Amber Ale, and brands, including Bud Light, Stella, Corona and Lagunitas. Its wine products include Sauvignon Blanc, Chardonnay and Red Blend, which are available in brands, such as Veuve Clicquot, Bota Box, Oyster Bay and Kim Crawford. Its liquor products include Vodka, Brandy, Cognac, Mezcal, Tequila and Gin with brands, such as Tito's, Bulleit, Svedka and Jameson. It also offers extras, such as bitters, energy drinks, garnishes, fruit juice and party supplies.",retail,2012
C903860040,"T & B Management LLC, doing business as Hickory Tavern, is a United States-based company, which owns and operates a chain of restaurants. The Company offers appetizers, tavern specialties, wings, salads, steaks-n-chicken, sides, flat breads, burgers, desserts, and sandwiches. The Company operates restaurants in 16 communities throughout North Carolina and Spartanburg, South Carolina. It has locations in Asheville, Carrboro, Charlotte, Gastonia, Hickory, Huntersville, Mooresville, Pinehurst, Spartanburg, Sun Valley/Indian Trail, and Wesley Chapel.",retail,2006
